durations,T_all,NA_core,NA_rim,NB_core,NB_rim
36.0,1214.445318348632,435.95896557907076,801.0,189.04103442092924,0.0
37.0,1214.3931496532434,432.4525544268111,801.0,192.5474455731889,0.0
38.0,1214.3409809578545,429.00864217838574,801.0,195.99135782161426,0.0
39.0,1214.2888122624656,425.62557919857886,801.0,199.37442080142114,0.0
40.0,1214.236643567077,422.3017734011274,801.0,202.69822659887262,0.0
41.0,1214.184474871688,419.0356877608543,801.0,205.96431223914573,0.0
42.0,1214.1323061762992,415.825837953757,801.0,209.174162046243,0.0
43.0,1214.0801374809105,412.6707901174395,801.0,212.32920988256052,0.0
44.0,1214.0279687855216,409.5691587247874,801.0,215.43084127521257,0.0
45.0,1213.9758000901327,406.51960456426286,801.0,218.48039543573714,0.0
46.0,1213.923631394744,403.520832820632,801.0,221.479167179368,0.0
47.0,1213.871462699355,400.571591250348,801.0,224.42840874965202,0.0
48.0,1213.8192940039662,397.670668446187,801.0,227.329331553813,0.0
49.0,1213.7671253085775,394.8168921860842,801.0,230.1831078139158,0.0
50.0,1213.7149566131886,392.0091278614431,801.0,232.99087213855688,0.0
51.0,1213.6627879177997,389.24627698048965,801.0,235.75372301951035,0.0
52.0,1213.6106192224108,386.5272757425244,801.0,238.4727242574756,0.0
53.0,1213.5584505270222,383.8510936791853,801.0,241.14890632081472,0.0
54.0,1213.5062818316333,381.2167323590744,801.0,243.7832676409256,0.0
55.0,1213.4541131362444,378.62322415232876,801.0,246.37677584767124,0.0
56.0,1213.4019444408557,376.06963105192307,801.0,248.93036894807693,0.0
57.0,1213.3497757454668,373.55504354868805,801.0,251.44495645131195,0.0
58.0,1213.2976070500779,371.0785795572107,801.0,253.92142044278933,0.0
59.0,1213.2454383546892,368.63938338995064,801.0,256.36061661004936,0.0
60.0,1213.1932696593003,366.23662477706716,801.0,258.76337522293284,0.0
61.0,1213.1411009639114,363.8694979295975,801.0,261.1305020704025,0.0
62.0,1213.0889322685227,361.53722064376603,801.0,263.46277935623397,0.0
63.0,1213.0367635731338,359.23903344433336,801.0,265.76096655566664,0.0
64.0,1212.984594877745,356.97419876501374,801.0,268.02580123498626,0.0
65.0,1212.9324261823563,354.74200016410305,801.0,270.25799983589695,0.0
66.0,1212.8802574869674,352.5417415735655,801.0,272.4582584264345,0.0
67.0,1212.8280887915785,350.3727465799252,801.0,274.6272534200748,0.0
68.0,1212.7759200961898,348.2343577354021,801.0,276.7656422645979,0.0
69.0,1212.723751400801,346.1259358978188,801.0,278.8740641021812,0.0
70.0,1212.671582705412,344.04685959788594,801.0,280.95314040211406,0.0
71.0,1212.619414010023,341.9965244325504,801.0,283.0034755674496,0.0
72.0,1212.5672453146344,339.97434248316216,801.0,285.02565751683784,0.0
73.0,1212.5150766192455,337.97974175728353,801.0,287.02025824271647,0.0
74.0,1212.4629079238566,336.0121656530275,801.0,288.9878343469725,0.0
75.0,1212.410739228468,334.0710724448713,801.0,290.9289275551287,0.0
76.0,1212.358570533079,332.15593478994697,801.0,292.84406521005303,0.0
77.0,1212.3064018376901,330.26623925386525,801.0,294.73376074613475,0.0
78.0,1212.2542331423015,328.40148585517494,801.0,296.59851414482506,0.0
79.0,1212.2020644469126,326.56118762761093,801.0,298.43881237238907,0.0
80.0,1212.1498957515237,324.7448701993242,801.0,300.2551298006758,0.0
81.0,1212.097727056135,322.9520713883311,801.0,302.0479286116689,0.0
82.0,1212.045558360746,321.18234081345616,801.0,303.81765918654384,0.0
83.0,1211.9933896653572,319.43523952008235,801.0,305.56476047991765,0.0
84.0,1211.9412209699685,317.7103396200529,801.0,307.2896603799471,0.0
85.0,1211.8890522745796,316.00722394510655,801.0,308.99277605489345,0.0
86.0,1211.8368835791907,314.32548571325555,801.0,310.67451428674445,0.0
87.0,1211.784714883802,312.6647282075456,801.0,312.3352717924544,0.0
88.0,1211.7325461884132,311.02456446666594,801.0,313.97543553333406,0.0
89.0,1211.6803774930243,309.4046169869017,801.0,315.5953830130983,0.0
90.0,1211.6282087976354,307.804517434947,801.0,317.195482565053,0.0
91.0,1211.5760401022467,306.22390637111977,801.0,318.77609362888023,0.0
92.0,1211.5238714068578,304.6624329825408,801.0,320.3375670174592,0.0
